,,,,,,,,,,,,
,,,,,,,,,,,,
County Name,Priority Area Number,Priority Area,Indicator Number,Indicator,Event Count/Rate, ,Percentage/Rate/Ratio,Lower Limit of 95% CI,Upper Limit of 95% CI,Data Comments,Data Years,Date Source
Franklin,1,Component 1: Asthma Emergency Department Visits in New York State,ad11,"Age-adjusted asthma emergency department visit rate per 10,000",481,"50,325",33.4,,,,2018-2020,SPARCS data as of August 2022
Fulton,1,Component 1: Asthma Emergency Department Visits in New York State,ad11,"Age-adjusted asthma emergency department visit rate per 10,000",845,"53,654",59.5,,,,2018-2020,SPARCS data as of August 2022
Genesee,1,Component 1: Asthma Emergency Department Visits in New York State,ad11,"Age-adjusted asthma emergency department visit rate per 10,000",356,"57,509",23.7,,,,2018-2020,SPARCS data as of August 2022
Greene,1,Component 1: Asthma Emergency Department Visits in New York State,ad11,"Age-adjusted asthma emergency department visit rate per 10,000",333,"47,401",29.1,,,,2018-2020,SPARCS data as of August 2022
Hamilton,1,Component 1: Asthma Emergency Department Visits in New York State,ad11,"Age-adjusted asthma emergency department visit rate per 10,000",26,"4,453",28.3,,,,2018-2020,SPARCS data as of August 2022
Herkimer,1,Component 1: Asthma Emergency Department Visits in New York State,ad11,"Age-adjusted asthma emergency department visit rate per 10,000",330,"61,760",20.5,,,,2018-2020,SPARCS data as of August 2022
Jefferson,1,Component 1: Asthma Emergency Department Visits in New York State,ad11,"Age-adjusted asthma emergency department visit rate per 10,000","1,300","112,266",38.4,,,,2018-2020,SPARCS data as of August 2022
Lewis,1,Component 1: Asthma Emergency Department Visits in New York State,ad11,"Age-adjusted asthma emergency department visit rate per 10,000",150,"26,503",20.3,,,,2018-2020,SPARCS data as of August 2022
Livingston,1,Component 1: Asthma Emergency Department Visits in New York State,ad11,"Age-adjusted asthma emergency department visit rate per 10,000",295,"63,281",17.8,,,,2018-2020,SPARCS data as of August 2022
Madison,1,Component 1: Asthma Emergency Department Visits in New York State,ad11,"Age-adjusted asthma emergency department visit rate per 10,000",391,"71,180",21.6,,,,2018-2020,SPARCS data as of August 2022
Monroe,1,Component 1: Asthma Emergency Department Visits in New York State,ad11,"Age-adjusted asthma emergency department visit rate per 10,000","10,133","744,239",49.9,,,,2018-2020,SPARCS data as of August 2022
Montgomery,1,Component 1: Asthma Emergency Department Visits in New York State,ad11,"Age-adjusted asthma emergency department visit rate per 10,000","1,037","49,502",78.3,,,,2018-2020,SPARCS data as of August 2022
Nassau,1,Component 1: Asthma Emergency Department Visits in New York State,ad11,"Age-adjusted asthma emergency department visit rate per 10,000","9,745","1,357,423",25.6,,,,2018-2020,SPARCS data as of August 2022
Niagara,1,Component 1: Asthma Emergency Department Visits in New York State,ad11,"Age-adjusted asthma emergency department visit rate per 10,000","2,268","210,300",40.9,,,,2018-2020,SPARCS data as of August 2022
Oneida,1,Component 1: Asthma Emergency Department Visits in New York State,ad11,"Age-adjusted asthma emergency department visit rate per 10,000","1,783","229,431",29,,,,2018-2020,SPARCS data as of August 2022
Onondaga,1,Component 1: Asthma Emergency Department Visits in New York State,ad11,"Age-adjusted asthma emergency department visit rate per 10,000","5,098","461,890",40.3,,,,2018-2020,SPARCS data as of August 2022
Ontario,1,Component 1: Asthma Emergency Department Visits in New York State,ad11,"Age-adjusted asthma emergency department visit rate per 10,000",678,"109,962",23.6,,,,2018-2020,SPARCS data as of August 2022
Orange,1,Component 1: Asthma Emergency Department Visits in New York State,ad11,"Age-adjusted asthma emergency department visit rate per 10,000","4,589","382,411",41.3,,,,2018-2020,SPARCS data as of August 2022
Orleans,1,Component 1: Asthma Emergency Department Visits in New York State,ad11,"Age-adjusted asthma emergency department visit rate per 10,000",396,"40,708",38.3,,,,2018-2020,SPARCS data as of August 2022
Oswego,1,Component 1: Asthma Emergency Department Visits in New York State,ad11,"Age-adjusted asthma emergency department visit rate per 10,000",914,"117,520",29.6,,,,2018-2020,SPARCS data as of August 2022
Otsego,1,Component 1: Asthma Emergency Department Visits in New York State,ad11,"Age-adjusted asthma emergency department visit rate per 10,000",366,"59,828",22.7,,,,2018-2020,SPARCS data as of August 2022
Putnam,1,Component 1: Asthma Emergency Department Visits in New York State,ad11,"Age-adjusted asthma emergency department visit rate per 10,000",669,"98,871",24.7,,,,2018-2020,SPARCS data as of August 2022
Rensselaer,1,Component 1: Asthma Emergency Department Visits in New York State,ad11,"Age-adjusted asthma emergency department visit rate per 10,000","1,403","159,452",32.1,,,,2018-2020,SPARCS data as of August 2022
Rockland,1,Component 1: Asthma Emergency Department Visits in New York State,ad11,"Age-adjusted asthma emergency department visit rate per 10,000","2,411","325,656",24.9,,,,2018-2020,SPARCS data as of August 2022
St. Lawrence,1,Component 1: Asthma Emergency Department Visits in New York State,ad11,"Age-adjusted asthma emergency department visit rate per 10,000","1,152","108,534",39.7,,,,2018-2020,SPARCS data as of August 2022
Saratoga,1,Component 1: Asthma Emergency Department Visits in New York State,ad11,"Age-adjusted asthma emergency department visit rate per 10,000",829,"230,127",13.1,,,,2018-2020,SPARCS data as of August 2022
Schenectady,1,Component 1: Asthma Emergency Department Visits in New York State,ad11,"Age-adjusted asthma emergency department visit rate per 10,000","1,939","155,334",45,,,,2018-2020,SPARCS data as of August 2022
Schoharie,1,Component 1: Asthma Emergency Department Visits in New York State,ad11,"Age-adjusted asthma emergency department visit rate per 10,000",209,"31,182",27.1,,,,2018-2020,SPARCS data as of August 2022
Schuyler,1,Component 1: Asthma Emergency Department Visits in New York State,ad11,"Age-adjusted asthma emergency department visit rate per 10,000",136,"17,842",30.3,,,,2018-2020,SPARCS data as of August 2022
Seneca,1,Component 1: Asthma Emergency Department Visits in New York State,ad11,"Age-adjusted asthma emergency department visit rate per 10,000",208,"34,277",23.7,,,,2018-2020,SPARCS data as of August 2022
Steuben,1,Component 1: Asthma Emergency Department Visits in New York State,ad11,"Age-adjusted asthma emergency department visit rate per 10,000",632,"95,876",24.3,,,,2018-2020,SPARCS data as of August 2022
Suffolk,1,Component 1: Asthma Emergency Department Visits in New York State,ad11,"Age-adjusted asthma emergency department visit rate per 10,000","12,191","1,482,275",30,,,,2018-2020,SPARCS data as of August 2022
Sullivan,1,Component 1: Asthma Emergency Department Visits in New York State,ad11,"Age-adjusted asthma emergency department visit rate per 10,000","1,199","75,381",58.8,,,,2018-2020,SPARCS data as of August 2022
Tioga,1,Component 1: Asthma Emergency Department Visits in New York State,ad11,"Age-adjusted asthma emergency department visit rate per 10,000",175,"48,515",14.5,,,,2018-2020,SPARCS data as of August 2022
Tompkins,1,Component 1: Asthma Emergency Department Visits in New York State,ad11,"Age-adjusted asthma emergency department visit rate per 10,000",487,"102,382",19,,,,2018-2020,SPARCS data as of August 2022
Ulster,1,Component 1: Asthma Emergency Department Visits in New York State,ad11,"Age-adjusted asthma emergency department visit rate per 10,000","1,869","178,510",39.9,,,,2018-2020,SPARCS data as of August 2022
Warren,1,Component 1: Asthma Emergency Department Visits in New York State,ad11,"Age-adjusted asthma emergency department visit rate per 10,000",405,"64,269",24.8,,,,2018-2020,SPARCS data as of August 2022
Washington,1,Component 1: Asthma Emergency Department Visits in New York State,ad11,"Age-adjusted asthma emergency department visit rate per 10,000",349,"61,335",21.6,,,,2018-2020,SPARCS data as of August 2022
Wayne,1,Component 1: Asthma Emergency Department Visits in New York State,ad11,"Age-adjusted asthma emergency department visit rate per 10,000",692,"90,110",29.5,,,,2018-2020,SPARCS data as of August 2022
Westchester,1,Component 1: Asthma Emergency Department Visits in New York State,ad11,"Age-adjusted asthma emergency department visit rate per 10,000","13,428","968,928",48.9,,,,2018-2020,SPARCS data as of August 2022
Wyoming,1,Component 1: Asthma Emergency Department Visits in New York State,ad11,"Age-adjusted asthma emergency department visit rate per 10,000",226,"40,068",20.5,,,,2018-2020,SPARCS data as of August 2022
Yates,1,Component 1: Asthma Emergency Department Visits in New York State,ad11,"Age-adjusted asthma emergency department visit rate per 10,000",167,"24,959",26.5,,,,2018-2020,SPARCS data as of August 2022
Bronx,1,Component 1: Asthma Emergency Department Visits in New York State,ad11,"Age-adjusted asthma emergency department visit rate per 10,000","76,262","1,432,316",177.6,,,,2018-2020,SPARCS data as of August 2022
Kings,1,Component 1: Asthma Emergency Department Visits in New York State,ad11,"Age-adjusted asthma emergency department visit rate per 10,000","67,371","2,580,088",89.4,,,,2018-2020,SPARCS data as of August 2022
New York,1,Component 1: Asthma Emergency Department Visits in New York State,ad11,"Age-adjusted asthma emergency department visit rate per 10,000","39,787","1,632,393",93.2,,,,2018-2020,SPARCS data as of August 2022
Queens,1,Component 1: Asthma Emergency Department Visits in New York State,ad11,"Age-adjusted asthma emergency department visit rate per 10,000","35,300","2,275,286",55.3,,,,2018-2020,SPARCS data as of August 2022
Richmond,1,Component 1: Asthma Emergency Department Visits in New York State,ad11,"Age-adjusted asthma emergency department visit rate per 10,000","7,581","476,531",56.1,,,,2018-2020,SPARCS data as of August 2022
Long Island,1,Component 1: Asthma Emergency Department Visits in New York State,ad11,"Age-adjusted asthma emergency department visit rate per 10,000","21,936","2,839,698",27.9,,,,2018-2020,SPARCS data as of August 2022
New York City,1,Component 1: Asthma Emergency Department Visits in New York State,ad11,"Age-adjusted asthma emergency department visit rate per 10,000","226,301","8,396,614",94.1,,,,2018-2020,SPARCS data as of August 2022
Mid-Hudson,1,Component 1: Asthma Emergency Department Visits in New York State,ad11,"Age-adjusted asthma emergency department visit rate per 10,000","27,351","2,323,571",41.6,,,,2018-2020,SPARCS data as of August 2022
Capital Region,1,Component 1: Asthma Emergency Department Visits in New York State,ad11,"Age-adjusted asthma emergency department visit rate per 10,000","9,257","958,857",35.4,,,,2018-2020,SPARCS data as of August 2022
Mohawk Valley,1,Component 1: Asthma Emergency Department Visits in New York State,ad11,"Age-adjusted asthma emergency department visit rate per 10,000","2,787","255,926",41.5,,,,2018-2020,SPARCS data as of August 2022
North Country,1,Component 1: Asthma Emergency Department Visits in New York State,ad11,"Age-adjusted asthma emergency department visit rate per 10,000","2,413","298,366",29.8,,,,2018-2020,SPARCS data as of August 2022
Tug Hill Seaway,1,Component 1: Asthma Emergency Department Visits in New York State,ad11,"Age-adjusted asthma emergency department visit rate per 10,000","2,602","247,303",36.9,,,,2018-2020,SPARCS data as of August 2022
Central NY,1,Component 1: Asthma Emergency Department Visits in New York State,ad11,"Age-adjusted asthma emergency department visit rate per 10,000","9,155","1,004,863",33.8,,,,2018-2020,SPARCS data as of August 2022
Southern Tier,1,Component 1: Asthma Emergency Department Visits in New York State,ad11,"Age-adjusted asthma emergency department visit rate per 10,000","3,619","435,245",31.2,,,,2018-2020,SPARCS data as of August 2022
Finger Lakes,1,Component 1: Asthma Emergency Department Visits in New York State,ad11,"Age-adjusted asthma emergency department visit rate per 10,000","13,871","1,264,579",40.6,,,,2018-2020,SPARCS data as of August 2022
Western NY,1,Component 1: Asthma Emergency Department Visits in New York State,ad11,"Age-adjusted asthma emergency department visit rate per 10,000","16,709","1,519,076",40.8,,,,2018-2020,SPARCS data as of August 2022
New York State (excluding NYC),1,Component 1: Asthma Emergency Department Visits in New York State,ad11,"Age-adjusted asthma emergency department visit rate per 10,000","109,700","11,147,484",35.8,,,,2018-2020,SPARCS data as of August 2022
New York State,1,Component 1: Asthma Emergency Department Visits in New York State,ad11,"Age-adjusted asthma emergency department visit rate per 10,000","336,001","19,544,098",60.6,,,,2018-2020,SPARCS data as of August 2022
Albany,2,Component 2: Asthma Hospital Discharge Data in New York State,ad12,"Asthma hospitalization rate per 10,000 - aged 0-4 years",127,"15,499",27.3,,,,2018-2020,SPARCS data as of August 2022
Allegany,2,Component 2: Asthma Hospital Discharge Data in New York State,ad12,"Asthma hospitalization rate per 10,000 - aged 0-4 years",s,"2,405",.,,,Data Suppressed,2018-2020,SPARCS data as of August 2022
Broome,2,Component 2: Asthma Hospital Discharge Data in New York State,ad12,"Asthma hospitalization rate per 10,000 - aged 0-4 years",58,"10,131",19.1,,,,2018-2020,SPARCS data as of August 2022
Cattaraugus,2,Component 2: Asthma Hospital Discharge Data in New York State,ad12,"Asthma hospitalization rate per 10,000 - aged 0-4 years",11,"4,370",8.4,,,,2018-2020,SPARCS data as of August 2022
